QuestionBodyAnswerMatch,QuestionTitleAnswerMatch,QuestionUserTagMatch,QuestionBodyKeyWords,QuestionTitleKeyWords,NumQuestionTags,AnswerKeyWords,NumUserTags,QuestionCommentCount,QuestionScore,AnswerCommentCount,NumberOfBadges,NumberOfCommentsMade,NumberOfAnswers,CodedAnswers,Reputation,UpVotes,DownVotes,ProfileViews,HasWebsite,UsefulOrAccepted
20,0,31,68,3,2,34,62,0,2,0,13,28,43,41,601,26,0,24,0,1
43,0,45,147,6,3,55,93,4,0,0,13,219,45,45,1223,8,4,146,0,1
70,14,32,237,13,4,94,74,4,2,2,13,56,47,47,877,34,16,60,0,1
41,0,17,5074,5,3,44,40,2,0,0,13,76,48,45,445,24,17,42,0,1
19,2,6,150,6,2,41,63,0,16,0,13,53,48,40,590,8,12,141,0,1
26,9,28,149,5,3,36,98,0,0,0,13,97,57,39,803,45,14,65,0,1
55,6,36,52,5,4,129,85,3,3,1,13,22,59,10,651,73,15,57,0,1
33,0,25,307,6,5,48,109,0,1,0,13,61,65,28,1159,173,5,88,0,1
124,42,0,317,6,3,233,3,2,21,0,4,1,1,1,36,0,0,1,0,1
19,0,0,347,6,4,32,4,0,2,1,4,1,1,0,38,0,0,12,0,1
31,0,0,67,9,3,46,3,2,2,0,4,1,1,1,46,1,0,2,0,1
62,0,0,155,3,2,89,2,0,10,1,4,4,1,1,23,0,0,5,0,1
69,2,0,560,5,3,97,3,0,6,2,4,1,1,1,106,0,0,3,0,1
72,2,0,248,6,2,97,2,3,1,0,4,7,1,1,16,0,0,0,0,1
255,4,0,238,6,4,314,4,3,54,0,4,1,2,2,51,0,0,4,0,1
446,15,0,114,5,3,819,3,0,5,0,4,2,2,2,31,0,0,11,0,1
36,1,0,193,6,2,49,2,0,0,2,4,3,2,1,28,0,0,3,0,1
10,0,0,164,10,4,18,4,0,32,0,4,1,2,1,11,0,0,4,0,1
32,4,0,24,3,1,51,1,1,4,0,4,2,3,3,186,29,0,4,0,1
57,0,0,181,7,4,149,4,2,0,0,4,1,3,2,16,0,0,3,0,1
30,1,0,242,9,4,41,4,11,1,0,4,2,3,3,40,0,0,9,0,1
49,9,0,121,20,5,79,5,2,26,1,4,2,3,3,141,12,0,12,0,1
99,2,0,101,6,2,163,2,0,363,0,4,2,3,3,41,0,0,1,0,1
54,9,0,91,12,2,144,2,0,64,1,4,4,3,2,75,8,0,6,0,1
51,1,5,251,10,3,80,6,12,184,1,4,4,3,3,231,1,0,4,0,1
80,1,5,89,3,4,117,7,0,7,0,4,1,3,2,58,0,0,12,0,1
82,4,0,285,5,4,118,4,4,2,3,4,1,3,2,21,2,0,2,0,1
27,3,3,19,3,2,75,3,0,39,0,4,2,3,0,146,24,0,8,0,1
24,2,3,92,6,2,46,3,2,0,1,4,6,3,1,58,3,0,9,0,1
192,2,2,1044,4,2,218,3,1,10,2,4,3,4,3,65,0,0,13,0,1
42,4,0,67,4,4,75,4,1,90,0,4,2,4,4,41,0,0,1,0,1
29,0,0,99,5,2,59,2,9,207,0,4,3,4,3,11,0,0,8,0,1
45,14,0,42,7,3,996,3,0,66,1,4,4,4,4,25,0,0,28,0,1
40,5,4,201,5,4,60,16,3,1,4,13,31,15,13,169,25,3,46,0,1
40,7,5,391,16,2,48,23,0,0,1,13,83,15,14,311,7,0,15,0,1
92,1,5,276,7,2,104,26,3,2,1,13,17,18,15,404,8,2,10,0,1
60,5,7,168,7,2,75,24,0,0,6,13,51,20,18,384,40,2,30,0,1
60,5,10,70,6,2,128,20,0,0,1,13,78,28,21,421,18,7,62,0,1
46,3,32,271,6,3,57,76,1,1,1,13,47,38,31,604,114,7,74,0,1
28,5,7,46,10,1,60,47,2,1,2,13,113,40,31,399,53,3,51,0,1
126,0,24,274,5,3,129,63,0,1,7,13,68,43,41,604,0,8,37,0,1
38,2,4,255,5,2,49,78,2,4,1,13,55,44,14,979,76,1,182,0,1
91,2,30,205,8,2,101,75,0,0,1,13,178,47,45,878,41,13,41,0,1
84,0,71,1161,4,4,103,126,1,1,1,13,131,64,52,1284,18,7,107,0,1
672,24,1568,84,6,2,1480,4681,3,15,1,259,6735,2029,1823,69709,5270,91,4210,0,1
436,5,1570,265,7,2,614,4681,7,0,9,259,6735,2029,1823,69709,5270,91,4210,0,1
229,31,70,391,8,5,326,653,4,10,6,515,1982,264,246,54235,3385,5304,14970,0,1
22,1,0,266,7,3,40,3,0,3,3,4,1,1,0,46,26,0,10,0,1
35,2,0,346,12,5,41,5,0,0,0,4,2,2,2,41,10,0,1,0,1
54,3,5,35,6,3,116,6,2,3,2,4,1,2,2,162,1,1,13,0,1
162,6,8,651,6,5,216,9,0,0,1,4,1,2,2,36,1,0,4,0,1
51,5,0,265,5,2,106,2,0,4,5,4,3,3,1,71,4,0,18,0,1
35,3,0,125,6,3,52,3,2,14,1,4,1,3,0,149,0,0,2,0,1
50,8,4,404,6,3,56,9,1,1,0,4,2,4,3,74,13,0,2,0,1
23,3,3,75,10,3,38,5,0,3,0,4,3,4,1,33,42,0,4,0,1
68,8,2,73,12,2,153,6,0,1,1,4,5,4,0,186,78,5,9,0,1
98,3,0,641,8,3,118,3,0,2,2,4,1,4,3,46,2,0,3,0,1
153,0,3,552,7,2,176,6,0,0,0,4,1,5,5,32,0,0,11,0,1
362,9,8,184,5,1,593,19,6,64,0,13,36,15,15,187,14,2,30,1,1
34,0,10,241,7,5,52,34,2,3,5,13,53,19,7,574,28,12,47,1,1
16,1,10,20,7,4,72,20,1,0,1,13,20,20,12,311,102,5,42,1,1
73,12,9,93,7,4,125,36,3,25,1,13,2,20,18,443,5,0,33,1,1
98,0,11,255,5,5,108,19,0,11,0,13,32,20,18,188,18,2,32,1,1
51,1,2,95,4,1,58,37,3,7,0,13,16,21,7,277,25,3,56,1,1
9,0,5,105,5,4,18,62,1,110,0,13,24,28,11,583,310,8,41,1,1
91,4,16,183,11,2,95,48,1,0,0,13,44,30,25,380,25,8,137,1,1
126,1,26,111,4,1,264,70,0,4,3,13,35,33,33,1071,76,0,164,1,1
30,1,14,147,10,5,56,27,5,1,4,13,17,39,39,315,6,2,17,1,1
29,1,33,203,6,1,60,95,0,2,3,13,64,73,11,1037,152,5,226,1,1
17,0,274,71,5,4,31,2984,0,1,1,269,1600,1360,1125,48971,1489,331,4299,1,1
47,2,75,27,6,3,119,3503,0,2,0,269,2899,1903,1125,64312,845,128,4497,1,1
36,1,18,10,3,2,109,1750,0,25,3,259,528,756,588,38917,1544,11,2132,1,1
44,2,0,1014,8,2,58,2,5,2,1,4,1,1,0,13,0,0,18,1,1
84,11,0,190,7,3,185,3,0,0,2,4,1,3,2,19,2,0,4,1,1
69,7,2,453,11,2,91,5,0,94,1,4,6,3,2,41,6,0,13,1,1
89,13,5,40,13,3,155,6,1,0,4,4,5,5,4,161,2,0,19,1,1
50,3,6,302,4,3,81,19,0,1,1,13,23,15,4,301,3,4,27,1,1
92,7,1,116,7,1,116,11,3,0,1,13,19,18,7,174,12,0,16,1,1
131,1,15,252,6,3,143,33,0,2,3,13,11,23,21,195,12,2,69,1,1
58,18,12,272,14,2,68,44,0,0,2,13,38,23,18,476,28,4,29,1,1
262,0,17,306,3,1,323,51,0,0,1,13,38,34,18,630,44,0,19,1,1
26,3,5,144,3,2,53,32,1,0,2,13,68,35,17,404,37,0,111,1,1
22,3,72,116,5,2,29,159,0,1,0,13,13,72,69,3670,191,1,139,1,1
56,2,477,29,6,2,97,2984,0,0,1,269,1600,1360,1125,48971,1489,331,4299,1,1
1819,71,1034,947,10,4,2633,3503,0,3,7,269,2899,1903,1125,64312,845,128,4497,1,1
61,8,361,82,7,2,141,3503,1,2,0,269,2899,1903,1125,64312,845,128,4497,1,1
530,6,3077,415,9,3,721,9493,8,4,8,269,12639,4017,3911,123002,7916,2006,8948,1,1
160,2,4,245,5,2,193,9,3,0,1,4,2,4,4,86,10,0,17,1,1
19,3,16,46,8,3,28,48,3,12,2,31,92,47,29,1061,29,1,159,0,0
15,1,3,16,4,3,281,110,0,9,0,66,51,66,52,6020,91,5,142,1,0
7,0,2,214,4,4,15,66,6,4,3,157,379,50,16,2880,590,29,825,1,0
10,1,9,918,9,4,14,22,0,5,1,1,5,18,0,98,0,0,45,0,0
51,1,2,326,4,1,55,14,0,0,2,10,18,10,7,140,11,0,18,0,0
44,1,7,330,4,5,69,24,2,0,3,14,18,25,10,253,76,2,65,1,0
121,0,8,109,4,2,138,42,6,0,5,15,79,53,49,589,18,0,41,0,0
43,0,1,119,5,2,61,26,13,20,4,19,66,31,24,363,24,0,79,0,0
33,16,0,380,12,4,42,17,1,5,0,19,30,11,5,318,17,0,47,0,0
134,8,23,506,11,3,189,190,7,0,4,36,113,176,155,2308,203,15,148,0,0
9,2,21,247,8,1,25,49,21,20,13,36,86,36,9,1365,44,0,66,0,0
21,0,0,112,7,4,26,155,0,2,2,40,163,127,69,2459,43,3,205,0,0
50,0,162,140,6,3,79,415,3,94,1,108,53,169,94,33210,71,26,953,1,0
69,4,0,178,8,2,85,5,1,0,1,3,3,2,2,7,0,0,10,0,0
400,9,0,399,7,1,451,3,1,2,4,3,2,15,15,9,0,0,22,0,0
67,5,2,192,7,5,112,14,0,2,0,5,2,7,1,154,7,0,22,1,0
12,3,0,224,6,2,23,2,11,0,0,8,11,10,7,45,9,0,12,0,0
120,6,0,130,8,1,151,7,1,54,2,8,23,10,9,67,15,0,12,0,0
98,5,16,154,11,3,158,36,2,0,0,11,76,39,36,599,12,5,29,1,0
38,0,0,401,2,3,43,3,2,2,2,13,20,7,5,85,1,0,22,1,0
51,9,1,221,7,3,93,23,2,8,4,13,14,12,5,774,44,11,83,1,0
28,0,1,103,3,1,31,11,4,2,0,13,11,15,14,268,42,1,71,1,0
13,1,0,489,3,3,34,9,3,1,2,15,20,12,6,86,30,0,33,1,0
19,2,5,140,6,3,36,200,1,145,1,20,30,137,15,1550,12,0,146,1,0
35,0,0,1614,7,3,47,81,2,0,1,26,73,73,44,1100,126,3,146,0,0
11,0,3,51,6,4,22,37,2,2,2,28,98,22,10,718,512,6,152,1,0
23,2,35,336,4,5,44,110,0,1,3,35,115,65,51,3431,195,24,289,1,0
9,1,1,96,9,4,16,177,4,16,5,42,106,131,5,2512,239,18,302,1,0
21,4,4,157,11,5,37,47,3,0,4,64,133,40,15,1142,48,2,338,0,0
52,0,72,42,4,2,134,208,1,3,0,134,267,97,30,5163,639,5,392,0,0
66,8,5531,115,7,2,123,24821,8,1,3,1200,19992,11359,8793,426861,11791,8917,42988,1,0
8,3,0,982,4,2,19,3,9,0,2,3,2,4,3,29,1,0,3,0,0
73,1,0,640,4,2,90,6,1,1,1,5,7,13,10,51,5,0,2,0,0
237,0,2,1419,6,4,295,6,2,2,2,5,6,11,6,32,12,0,10,0,0
37,2,0,124,6,1,62,5,3,16,0,7,3,3,1,84,19,0,6,0,0
27,0,8,142,6,3,48,37,7,0,0,7,10,86,58,388,2,0,25,0,0
77,1,3,499,5,5,103,13,0,2,0,7,11,16,10,124,31,0,11,0,0
13,0,3,94,5,3,31,13,3,2,0,7,3,11,6,46,3,0,7,0,0
295,112,4,452,12,3,432,16,3,0,8,8,25,22,22,175,14,0,21,1,0
35,1,4,338,4,3,74,31,2,0,2,8,17,44,1,329,1,1,68,0,0
18,0,4,166,4,1,22,30,4,0,0,9,25,47,35,197,11,1,40,0,0
6,0,2,120,6,2,12,13,2,4,0,9,7,23,5,161,4,0,33,1,0
97,1,9,204,4,2,102,23,3,0,1,9,27,28,27,360,21,1,26,0,0
70,6,26,488,5,2,87,64,6,1,1,9,26,37,36,654,6,1,41,0,0
18,0,0,297,5,4,37,2,3,9,0,11,5,5,2,215,20,0,55,0,0
19,1,0,212,3,1,23,7,0,1,1,11,12,6,5,98,249,0,29,1,0
52,0,4,766,5,3,61,7,0,0,0,11,5,9,6,59,19,0,14,0,0
19,2,3,41,7,2,68,33,2,15,0,11,17,48,43,324,2,7,186,0,0
145,0,4,714,4,2,151,17,3,0,0,12,60,7,6,357,57,11,62,0,0
34,0,2,156,4,3,61,51,0,0,2,12,23,27,18,715,34,3,50,1,0
21,4,3,145,6,4,46,23,4,1,3,14,13,15,12,315,138,5,21,0,0
99,12,5,40,5,5,216,30,0,26,0,15,51,59,28,387,7,0,63,0,0
23,0,18,179,3,5,30,58,0,0,0,15,72,63,52,771,10,8,69,1,0
129,1,22,300,8,2,157,115,6,2,0,15,58,87,85,1508,163,3,93,0,0
12,2,9,2304,6,4,19,23,2,0,0,16,25,23,22,143,47,2,46,0,0
24,0,55,70,8,5,37,105,1,2,2,16,35,60,26,1219,43,6,168,1,0
68,2,4,115,9,4,123,6,1,0,5,16,18,6,6,253,23,2,31,0,0
81,1,38,138,9,1,156,123,1,0,2,18,40,50,40,993,18,2,64,0,0
54,0,4,180,7,5,83,28,2,0,0,18,7,14,7,812,12,1,40,0,0
38,2,4,89,2,1,71,14,1,0,0,18,17,12,5,472,21,2,90,0,0
57,2,24,17,4,2,337,138,4,0,0,19,565,131,119,1351,28,39,246,1,0
10,1,1,78,5,2,29,12,0,0,1,19,31,12,7,314,26,0,35,1,0
21,2,0,141,6,3,33,62,0,16,1,20,15,36,22,1896,97,25,98,0,0
23,12,10,81,11,3,75,55,0,2,0,24,6,24,20,1583,1303,2,98,0,0
73,1,0,1149,5,2,91,31,0,1,2,24,54,15,11,459,241,5,75,0,0
36,0,7,808,5,2,49,30,0,0,7,25,133,24,17,1083,39,2,118,0,0
74,2,412,163,6,2,162,1583,5,0,6,25,2097,1488,626,15579,142,13,2355,0,0
43,3,6,235,6,2,54,35,4,0,0,25,30,75,63,429,44,13,130,1,0
62,0,4,311,3,3,107,20,25,5,4,25,63,30,26,473,175,8,52,0,0
54,8,4,95,7,5,136,45,0,4,5,27,40,23,15,664,228,0,55,0,0
257,0,34,260,9,4,349,86,7,2,0,32,108,60,53,875,258,67,125,1,0
86,13,8,360,13,5,314,94,0,1,0,32,41,71,62,2176,179,1,270,1,0
70,9,475,156,11,5,158,1396,0,2,1,33,592,942,757,9848,234,12,1256,0,0
121,19,3,187,10,1,185,66,0,0,1,36,73,31,30,1744,128,10,102,0,0
102,7,10,815,8,5,131,57,13,11,1,37,123,51,35,2183,246,3,108,0,0
29,1,33,99,6,2,65,301,2,1,0,37,203,179,154,3422,171,54,135,0,0
24,0,61,36,6,5,51,171,0,0,0,40,248,114,74,2119,182,37,197,1,0
22,1,2,397,4,4,47,60,0,3,1,41,55,28,13,1452,464,0,182,0,0
180,10,539,201,12,4,239,1174,7,0,1,43,1122,698,695,13470,178,111,945,0,0
39,0,9,147,6,2,42,153,2,0,2,44,99,118,47,2120,88,1,219,1,0
37,2,41,552,5,4,56,191,1,7,0,44,254,124,90,2365,156,9,677,1,0
166,2,62,196,6,4,199,375,2,3,1,46,365,233,169,6537,78,50,1183,1,0
13,0,0,163,4,2,27,204,4,17,6,46,55,89,60,3857,237,2,225,1,0
42,0,14,78,10,5,62,79,1,1,1,52,151,72,67,1332,70,0,214,0,0
51,0,37,250,3,1,56,121,1,2,1,56,250,82,68,1874,38,44,361,1,0
54,5,2,23,3,2,167,42,2,63,1,56,98,35,16,3529,622,1,618,1,0
86,1,50,382,3,3,104,428,3,0,2,61,502,160,139,4256,282,30,649,0,0
71,3,314,77,5,5,142,731,0,26,1,68,765,425,405,8264,514,68,1078,1,0
151,12,174,230,7,3,252,832,0,3,8,80,309,422,305,14273,52,20,964,1,0
61,7,1,81,5,3,139,406,1,9,1,85,444,228,206,17414,283,21,1267,1,0
110,0,46,355,2,2,133,264,1,10,3,87,243,150,72,5087,214,7,740,1,0
32,2,39,54,4,4,110,377,0,6,0,92,351,156,61,13005,1376,271,908,1,0
7,0,55,46,5,4,10,367,2,0,0,95,298,232,34,5833,1056,44,1277,1,0
68,1,2199,239,4,2,83,4220,0,0,1,104,6163,2346,2308,55145,1933,2520,3269,1,0
193,15,411,163,7,2,233,1247,1,0,5,112,540,667,604,35984,153,18,1143,1,0
41,1,707,339,3,3,68,1199,1,2,0,129,3182,817,606,16562,611,528,3162,1,0
52,2,4,63,5,4,96,101,2,4,1,136,237,62,51,5427,1406,7,584,0,0
25,1,0,30,7,2,86,167,0,0,7,173,225,111,87,13851,919,70,882,0,0
30,10,136,52,8,5,77,455,1,3,3,217,512,292,181,16084,2208,8,875,0,0
9,2,43,164,7,1,14,1577,0,1,0,221,461,900,490,61254,221,2,3869,0,0
129,7,3,258,8,2,198,5,0,1,0,4,1,4,0,66,0,0,8,0,1
31,12,14,44,6,3,83,17,0,0,1,4,1,9,0,151,4,0,19,0,1
28,4,7,46,4,3,55,19,0,0,0,4,4,10,0,171,1,0,26,0,1
15,1,0,38,8,3,23,3,3,0,0,5,2,1,0,11,0,0,12,0,1
48,8,0,92,7,3,52,3,3,0,0,5,6,1,0,16,0,0,17,0,1
16,3,0,118,14,4,29,4,1,1,0,5,6,1,0,16,0,0,5,0,1
34,1,0,95,3,2,58,2,0,3,0,5,2,1,0,38,3,0,5,0,1
15,0,0,154,5,2,26,2,3,3,2,5,7,1,0,26,2,0,1,0,1
18,5,0,151,6,3,45,3,1,1,0,5,7,1,0,16,0,0,4,0,1
28,3,3,403,10,3,38,6,0,0,1,5,1,2,0,46,2,0,2,0,1
28,1,0,122,7,4,61,4,0,1,3,5,1,4,0,21,2,0,10,0,1
13,0,0,36,5,4,19,4,3,12,0,4,5,5,1,21,1,0,42,0,1
13,3,6,360,6,4,36,17,3,5,0,4,6,6,1,124,13,0,32,0,1
21,1,6,71,3,4,33,14,0,0,0,4,3,6,1,71,4,0,58,0,1
46,4,0,307,8,4,62,4,0,4,0,5,6,1,1,48,0,0,3,0,1
326,16,0,1447,7,2,572,2,25,8,0,5,10,1,1,167,0,0,8,0,1
78,4,0,367,13,3,125,3,0,1,0,5,2,1,1,26,12,0,15,0,1
30,0,0,173,8,3,47,3,0,4,1,5,7,1,1,86,56,0,11,0,1
127,4,0,77,5,5,616,5,3,89,3,5,1,1,1,151,1,0,7,0,1
77,0,0,330,7,1,100,1,4,1,0,5,3,1,1,18,1,0,0,0,1
87,0,0,637,4,3,100,3,2,0,3,5,6,2,1,38,4,0,4,0,1
53,9,3,237,6,3,96,7,15,12,0,5,2,2,1,41,5,0,4,0,1
85,7,4,111,8,3,293,8,3,2,0,5,1,2,1,66,5,0,7,0,1
81,3,4,355,5,3,132,6,8,0,0,5,1,2,1,51,3,0,9,0,1
24,0,0,359,11,4,25,4,5,1,0,5,2,2,1,14,0,0,2,0,1
42,3,0,170,4,2,77,2,2,0,0,5,1,2,1,41,0,0,9,0,1
63,3,2,206,5,1,168,2,7,49,0,5,1,3,1,68,20,0,2,0,1
250,1,6,105,5,4,1654,9,2,2,1,5,2,4,1,53,5,0,11,0,1
19,3,6,64,8,5,27,14,0,12,2,4,1,4,2,76,17,0,10,0,1
238,37,0,277,7,2,271,2,0,2,1,4,5,4,2,24,0,0,5,0,1
69,3,8,261,4,5,135,19,0,2,0,4,8,8,2,135,17,0,13,0,1
35,1,5,91,6,3,73,12,2,0,4,4,9,10,2,50,8,0,6,0,1
138,3,10,2285,8,4,159,23,4,0,2,4,9,12,2,171,5,0,7,0,1
62,0,0,1371,11,3,66,3,0,0,0,5,2,2,2,16,2,0,6,0,1
34,2,5,155,7,4,50,8,1,0,6,5,9,2,2,96,65,0,27,0,1
38,0,0,204,7,2,42,2,4,0,1,5,1,3,2,21,1,0,3,0,1
21,2,7,42,4,5,51,8,0,2,0,5,1,3,2,51,13,0,13,0,1
121,0,1,473,5,1,149,4,0,1,0,5,1,3,2,71,1,0,12,0,1
27,7,5,183,10,4,53,10,0,5,2,5,1,3,2,301,56,0,5,0,1
76,5,3,110,5,3,202,12,0,2,0,5,3,5,2,97,91,0,16,0,1
78,1,3,59,7,3,188,5,3,131,0,4,2,4,3,51,5,0,2,0,1
64,4,7,324,4,5,84,12,0,1,0,4,1,4,3,66,0,0,4,0,1
28,2,4,306,4,2,47,7,5,1,0,4,1,5,3,56,5,0,9,0,1
45,10,2,308,7,2,60,7,0,15,0,4,4,5,3,76,7,0,8,0,1
22,8,6,238,8,3,105,19,8,0,1,4,13,13,3,100,3,0,7,0,1
492,85,4,651,6,3,619,5,1,0,0,5,2,3,3,36,4,0,15,0,1
79,1,3,52,5,2,131,3,0,0,0,5,1,3,3,29,18,0,49,0,1
69,9,0,189,13,4,104,4,4,1,0,5,1,4,3,21,2,0,2,0,1
501,3,5,461,4,3,539,8,0,3,8,5,5,4,3,186,4,0,9,0,1
110,0,9,627,3,4,115,13,0,1,3,4,7,4,4,190,5,1,7,0,1
243,6,3,271,9,3,260,4,1,0,0,4,1,6,4,44,0,0,0,0,1
42,2,4,254,5,1,80,16,2,15,0,4,4,9,4,156,5,0,17,0,1
92,6,4,96,4,3,186,9,2,0,1,5,4,4,4,124,27,0,4,0,1
49,9,2,164,9,2,93,8,1,3,0,4,3,5,5,93,8,0,5,0,1
47,2,2,89,5,2,72,7,0,0,0,4,1,5,5,56,3,0,6,0,1
11,1,4,60,6,3,22,7,1,1,0,4,1,6,5,64,4,0,7,0,1
245,13,6,257,4,3,639,21,1,3,0,4,5,7,5,109,7,0,10,0,1
42,2,4,214,7,2,46,7,4,1,2,4,9,6,6,94,0,0,111,0,1
379,0,3,282,5,3,582,11,0,3,0,4,1,6,6,49,14,0,4,0,1
50,2,10,284,5,3,72,18,0,1,0,4,15,7,6,246,0,0,18,0,1
56,4,4,330,10,3,79,6,0,1,15,4,18,7,6,53,0,0,9,0,1
44,1,7,211,5,3,68,16,0,2,0,4,1,8,6,119,8,0,3,0,1
90,5,5,118,10,5,171,12,0,1,0,4,5,8,6,101,12,0,28,0,1
52,7,9,48,5,2,77,16,2,1,1,4,6,7,7,136,8,0,15,0,1
18,0,5,221,4,4,33,11,0,0,0,4,1,7,7,96,71,0,2,0,1
77,2,6,113,5,2,201,18,0,0,2,4,10,10,7,126,3,0,21,0,1
18,0,7,75,7,2,32,17,0,0,0,4,2,10,7,143,1,2,6,0,1
189,6,4,192,6,2,221,11,0,0,2,4,15,11,8,91,5,0,16,0,1
107,5,12,273,5,4,187,26,0,0,2,4,5,13,8,416,0,0,5,0,1
303,12,6,301,8,4,339,16,3,0,6,4,5,10,9,144,5,0,9,0,1
162,7,3,65,4,2,346,16,8,1,6,4,8,10,9,138,4,0,12,0,1
38,1,7,550,5,4,42,16,1,1,5,4,9,14,9,81,6,0,10,0,1
67,16,4,48,10,3,247,12,7,1,0,4,2,12,10,81,0,0,14,0,1
39,0,4,259,4,3,50,14,0,0,0,4,7,17,12,120,3,0,10,0,1
450,37,4,523,10,4,556,18,0,0,1,4,7,15,14,166,6,0,13,0,1
62,1,10,444,8,4,88,28,1,1,3,4,9,18,16,196,28,2,25,0,1
149,20,9,150,9,5,358,15,14,1,3,4,9,19,17,111,1,0,17,0,1
110,4,1627,113,6,1,182,3806,1,0,3,260,5937,1840,1836,73112,6513,4315,10167,0,1
79,3,1848,299,6,3,93,3806,0,3,2,260,5937,1840,1836,73112,6513,4315,10167,0,1
30,0,7,144,7,4,44,14,0,8,2,4,6,9,0,46,9,0,9,1,1
21,0,6,57,3,2,37,11,1,0,1,4,5,6,2,91,14,0,9,1,1
28,2,3,47,4,3,41,5,0,7,2,5,1,5,2,47,6,0,17,1,1
40,4,5,539,9,4,67,17,0,1,1,4,2,4,3,201,0,0,10,1,1
34,1,3,196,5,3,60,7,2,6,2,4,4,5,3,76,1,0,17,1,1
35,5,6,66,8,4,189,11,1,3,0,4,3,5,4,46,0,0,3,1,1
57,5,5,28,8,4,100,16,0,1,0,4,2,7,4,111,8,0,10,1,1
76,4,5,242,6,4,87,9,0,2,0,5,4,4,4,73,0,0,13,1,1
210,14,4,141,8,3,302,7,2,0,5,4,2,5,5,66,11,0,12,1,1
45,9,5,81,14,5,70,19,0,0,0,4,9,7,5,172,10,0,12,1,1
93,2,4,169,5,1,113,11,0,0,0,4,2,6,6,146,1,0,25,1,1
103,12,11,84,8,5,284,18,1,0,0,4,6,8,6,163,0,0,22,1,1
66,1,5,411,5,4,126,14,2,1,0,4,20,28,23,140,0,0,36,1,1
14,0,1176,240,5,2,30,6249,8,0,3,260,6459,2736,2327,66663,6078,757,7463,1,1
34,2,3,99,8,1,159,52,4,8,0,260,302,54,29,5430,172,1,1340,1,1
181,0,574,340,4,2,230,1419,1,3,1,260,548,624,597,40965,1742,604,3919,1,1
116,0,1174,297,6,1,143,5478,4,0,0,260,6119,2936,2914,89739,3902,752,4006,1,1
92,1,1364,450,2,4,97,5478,7,2,0,260,6119,2936,2914,89739,3902,752,4006,1,1
14,0,612,31,5,1,29,4552,0,0,0,260,2043,2158,1131,75279,951,243,6222,1,1
37,3,79,534,7,3,57,465,3,2,0,260,873,263,179,13695,4234,568,1973,1,1
32,3,64,221,6,3,49,553,8,2,1,260,416,256,190,29259,1268,158,1885,1,1
98,1,0,238,5,2,121,14,0,9,0,5,1,12,11,103,64,0,10,0,0
94,2,9,194,5,3,103,1048,0,6,0,119,1213,492,471,15343,300,313,933,1,0
86,1,7,132,6,4,86,96,0,1,0,38,72,58,43,1801,249,8,157,1,0
11,1,1,73,5,2,22,5,0,0,0,9,8,3,1,69,35,0,17,0,0
47,3,45,92,6,2,115,1078,0,1,0,348,867,456,289,75536,774,68,4592,1,0
263,5,3,283,4,2,266,11,1,0,0,6,40,12,12,78,2,0,11,0,0
88,8,188,157,11,1,135,1076,1,1,0,126,617,591,537,19687,2047,31,1866,1,0
78,2,128,250,9,4,110,540,1,0,0,72,254,274,200,5394,266,102,526,1,0
9,2,1,162,14,3,16,192,1,8,0,69,405,112,73,3165,368,27,625,1,0
58,1,35,280,4,2,66,111,1,1,0,33,108,89,44,2034,45,14,84,1,0
33,1,5,127,7,4,79,16,1,0,0,11,27,19,12,256,78,0,13,0,0
73,0,53,768,10,3,83,206,2,0,0,47,148,144,34,5252,300,0,294,0,0
105,1,13,150,3,3,149,83,2,2,0,30,64,52,42,1518,32,0,149,0,0
14,0,0,15,5,2,39,2,2,9,0,8,5,3,2,126,4,0,34,1,0
56,2,1,91,5,1,69,31,2,3,0,55,61,15,4,1114,140,2,220,0,0
34,0,5,235,10,2,78,28,2,11,0,12,15,23,18,170,49,1,44,0,0
82,3,19,160,6,4,134,27,2,0,0,9,40,26,22,178,1,4,20,0,0
116,16,2,944,4,4,144,6,3,1,0,11,23,5,3,100,1,0,22,0,0
53,0,3,175,8,4,74,16,3,0,0,41,190,19,17,607,262,17,203,0,0
30,1,28,44,7,4,90,97,3,5,0,26,53,51,31,1419,301,2,241,0,0
75,3,238,80,6,3,173,710,4,0,0,76,487,499,428,10675,142,47,996,0,0
25,1,10,105,5,1,50,36,5,0,0,33,71,38,35,353,1028,69,93,1,0
60,3,0,360,6,3,73,5,6,0,0,6,18,10,8,28,4,0,35,0,0
25,2,16,273,6,3,52,58,6,0,0,16,15,39,24,536,67,3,36,0,0
137,12,2,151,12,4,270,8,8,2,0,13,12,17,10,127,24,0,20,0,0
482,0,10,607,4,1,741,34,0,2,1,37,174,32,22,768,97,32,236,0,0
28,4,7,47,8,4,77,598,0,26,1,103,311,315,209,10147,804,111,816,1,0
94,3,180,211,3,5,110,549,0,2,1,79,126,295,86,9079,332,20,943,1,0
131,32,102,208,10,4,140,262,0,0,1,32,331,193,174,3204,228,4,244,1,0
86,34,1,131,8,3,158,101,0,5,1,44,32,65,34,2096,30,4,109,1,0
43,0,0,226,5,3,71,31,0,0,1,9,14,23,23,187,18,6,24,1,0
56,5,279,134,8,2,111,700,0,1,1,143,744,295,261,10613,1712,65,2063,1,0
25,0,0,78,5,3,37,26,0,189,1,68,37,16,4,1375,119,8,179,1,0
102,7,0,524,7,3,146,2,0,5,1,2,1,2,2,9,0,0,4,1,0
